state,year,month,blood_type,donations
Negeri Sembilan,2019,11,ab,78
Negeri Sembilan,2019,11,all,1521
Negeri Sembilan,2019,11,b,338
Negeri Sembilan,2019,11,o,705
Negeri Sembilan,2019,12,a,370
Negeri Sembilan,2019,12,ab,106
Negeri Sembilan,2019,12,all,1565
Negeri Sembilan,2019,12,b,453
Negeri Sembilan,2019,12,o,636
Negeri Sembilan,2020,1,a,348
Negeri Sembilan,2020,1,ab,99
Negeri Sembilan,2020,1,all,1463
Negeri Sembilan,2020,1,b,406
Negeri Sembilan,2020,1,o,610
Negeri Sembilan,2020,2,a,395
Negeri Sembilan,2020,2,ab,108
Negeri Sembilan,2020,2,all,1622
Negeri Sembilan,2020,2,b,439
Negeri Sembilan,2020,2,o,680
Negeri Sembilan,2020,3,a,361
Negeri Sembilan,2020,3,ab,83
Negeri Sembilan,2020,3,all,1466
Negeri Sembilan,2020,3,b,387
Negeri Sembilan,2020,3,o,635
Negeri Sembilan,2020,4,a,167
Negeri Sembilan,2020,4,ab,29
Negeri Sembilan,2020,4,all,722
Negeri Sembilan,2020,4,b,183
Negeri Sembilan,2020,4,o,343
Negeri Sembilan,2020,5,a,323
Negeri Sembilan,2020,5,ab,98
Negeri Sembilan,2020,5,all,1368
Negeri Sembilan,2020,5,b,363
Negeri Sembilan,2020,5,o,584
Negeri Sembilan,2020,6,a,404
Negeri Sembilan,2020,6,ab,77
Negeri Sembilan,2020,6,all,1611
Negeri Sembilan,2020,6,b,435
Negeri Sembilan,2020,6,o,695
Negeri Sembilan,2020,7,a,349
Negeri Sembilan,2020,7,ab,76
Negeri Sembilan,2020,7,all,1396
Negeri Sembilan,2020,7,b,384
Negeri Sembilan,2020,7,o,587
Negeri Sembilan,2020,8,a,332
Negeri Sembilan,2020,8,ab,74
Negeri Sembilan,2020,8,all,1368
Negeri Sembilan,2020,8,b,385
Negeri Sembilan,2020,8,o,577
Negeri Sembilan,2020,9,a,359
Negeri Sembilan,2020,9,ab,90
Negeri Sembilan,2020,9,all,1482
Negeri Sembilan,2020,9,b,413
Negeri Sembilan,2020,9,o,620
Negeri Sembilan,2020,10,a,308
Negeri Sembilan,2020,10,ab,60
Negeri Sembilan,2020,10,all,1181
Negeri Sembilan,2020,10,b,342
Negeri Sembilan,2020,10,o,471
Negeri Sembilan,2020,11,a,314
Negeri Sembilan,2020,11,ab,103
Negeri Sembilan,2020,11,all,1435
Negeri Sembilan,2020,11,b,428
Negeri Sembilan,2020,11,o,590
Negeri Sembilan,2020,12,a,328
Negeri Sembilan,2020,12,ab,86
Negeri Sembilan,2020,12,all,1284
Negeri Sembilan,2020,12,b,363
Negeri Sembilan,2020,12,o,507
Negeri Sembilan,2021,1,a,292
Negeri Sembilan,2021,1,ab,41
Negeri Sembilan,2021,1,all,1219
Negeri Sembilan,2021,1,b,343
Negeri Sembilan,2021,1,o,543
Negeri Sembilan,2021,2,a,393
Negeri Sembilan,2021,2,ab,82
Negeri Sembilan,2021,2,all,1578
Negeri Sembilan,2021,2,b,444
Negeri Sembilan,2021,2,o,659
Negeri Sembilan,2021,3,a,280
Negeri Sembilan,2021,3,ab,56
Negeri Sembilan,2021,3,all,1193
Negeri Sembilan,2021,3,b,334
Negeri Sembilan,2021,3,o,523
Negeri Sembilan,2021,4,a,348
Negeri Sembilan,2021,4,ab,86
Negeri Sembilan,2021,4,all,1330
Negeri Sembilan,2021,4,b,330
Negeri Sembilan,2021,4,o,566
Negeri Sembilan,2021,5,a,354
Negeri Sembilan,2021,5,ab,81
Negeri Sembilan,2021,5,all,1449
Negeri Sembilan,2021,5,b,379
Negeri Sembilan,2021,5,o,635
Negeri Sembilan,2021,6,a,188
Negeri Sembilan,2021,6,ab,47
Negeri Sembilan,2021,6,all,798
Negeri Sembilan,2021,6,b,221
Negeri Sembilan,2021,6,o,342
Negeri Sembilan,2021,7,a,198
Negeri Sembilan,2021,7,ab,50
Negeri Sembilan,2021,7,all,888
Negeri Sembilan,2021,7,b,261
Negeri Sembilan,2021,7,o,379
Negeri Sembilan,2021,8,a,461
Negeri Sembilan,2021,8,ab,118
Negeri Sembilan,2021,8,all,1883
Negeri Sembilan,2021,8,b,507
Negeri Sembilan,2021,8,o,797
Negeri Sembilan,2021,9,a,340
Negeri Sembilan,2021,9,ab,87
Negeri Sembilan,2021,9,all,1408
Negeri Sembilan,2021,9,b,349
Negeri Sembilan,2021,9,o,632
Negeri Sembilan,2021,10,a,239
Negeri Sembilan,2021,10,ab,54
Negeri Sembilan,2021,10,all,962
Negeri Sembilan,2021,10,b,269
Negeri Sembilan,2021,10,o,400
Negeri Sembilan,2021,11,a,221
Negeri Sembilan,2021,11,ab,59
Negeri Sembilan,2021,11,all,980
Negeri Sembilan,2021,11,b,297
Negeri Sembilan,2021,11,o,403
Negeri Sembilan,2021,12,a,295
Negeri Sembilan,2021,12,ab,97
Negeri Sembilan,2021,12,all,1247
Negeri Sembilan,2021,12,b,337
Negeri Sembilan,2021,12,o,518
Negeri Sembilan,2022,1,a,323
Negeri Sembilan,2022,1,ab,45
Negeri Sembilan,2022,1,all,1266
Negeri Sembilan,2022,1,b,332
Negeri Sembilan,2022,1,o,566
Negeri Sembilan,2022,2,a,287
Negeri Sembilan,2022,2,ab,75
Negeri Sembilan,2022,2,all,1181
Negeri Sembilan,2022,2,b,320
Negeri Sembilan,2022,2,o,499
Negeri Sembilan,2022,3,a,359
Negeri Sembilan,2022,3,ab,89
Negeri Sembilan,2022,3,all,1492
Negeri Sembilan,2022,3,b,410
Negeri Sembilan,2022,3,o,634
Negeri Sembilan,2022,4,a,245
Negeri Sembilan,2022,4,ab,29
Negeri Sembilan,2022,4,all,952
Negeri Sembilan,2022,4,b,251
Negeri Sembilan,2022,4,o,427
Negeri Sembilan,2022,5,a,357
Negeri Sembilan,2022,5,ab,85
Negeri Sembilan,2022,5,all,1629
Negeri Sembilan,2022,5,b,467
Negeri Sembilan,2022,5,o,720
Negeri Sembilan,2022,6,a,367
Negeri Sembilan,2022,6,ab,65
Negeri Sembilan,2022,6,all,1522
Negeri Sembilan,2022,6,b,423
Negeri Sembilan,2022,6,o,667
Negeri Sembilan,2022,7,a,312
Negeri Sembilan,2022,7,ab,54
Negeri Sembilan,2022,7,all,1219
Negeri Sembilan,2022,7,b,299
Negeri Sembilan,2022,7,o,554
Negeri Sembilan,2022,8,a,319
Negeri Sembilan,2022,8,ab,90
Negeri Sembilan,2022,8,all,1361
Negeri Sembilan,2022,8,b,334
Negeri Sembilan,2022,8,o,618
Negeri Sembilan,2022,9,a,385
Negeri Sembilan,2022,9,ab,63
Negeri Sembilan,2022,9,all,1384
Negeri Sembilan,2022,9,b,363
Negeri Sembilan,2022,9,o,573
Negeri Sembilan,2022,10,a,322
Negeri Sembilan,2022,10,ab,42
Negeri Sembilan,2022,10,all,1247
Negeri Sembilan,2022,10,b,335
Negeri Sembilan,2022,10,o,548
Negeri Sembilan,2022,11,a,349
Negeri Sembilan,2022,11,ab,61
Negeri Sembilan,2022,11,all,1348
Negeri Sembilan,2022,11,b,368
Negeri Sembilan,2022,11,o,570
Negeri Sembilan,2022,12,a,348
Negeri Sembilan,2022,12,ab,72
Negeri Sembilan,2022,12,all,1316
Negeri Sembilan,2022,12,b,338
Negeri Sembilan,2022,12,o,558
Negeri Sembilan,2023,1,a,333
Negeri Sembilan,2023,1,ab,73
Negeri Sembilan,2023,1,all,1347
Negeri Sembilan,2023,1,b,370
Negeri Sembilan,2023,1,o,571
Negeri Sembilan,2023,2,a,320
Negeri Sembilan,2023,2,ab,84
Negeri Sembilan,2023,2,all,1362
Negeri Sembilan,2023,2,b,359
Negeri Sembilan,2023,2,o,599
Negeri Sembilan,2023,3,a,378
Negeri Sembilan,2023,3,ab,77
Negeri Sembilan,2023,3,all,1464
Negeri Sembilan,2023,3,b,394
Negeri Sembilan,2023,3,o,615
Negeri Sembilan,2023,4,a,226
Negeri Sembilan,2023,4,ab,66
Negeri Sembilan,2023,4,all,924
Negeri Sembilan,2023,4,b,241
Negeri Sembilan,2023,4,o,391
Negeri Sembilan,2023,5,a,400
Negeri Sembilan,2023,5,ab,12
Negeri Sembilan,2023,5,all,1569
Negeri Sembilan,2023,5,b,421
Negeri Sembilan,2023,5,o,736
Negeri Sembilan,2023,6,a,385
Negeri Sembilan,2023,6,ab,99
Negeri Sembilan,2023,6,all,1482
Negeri Sembilan,2023,6,b,410
Negeri Sembilan,2023,6,o,588
Negeri Sembilan,2023,7,a,322
Negeri Sembilan,2023,7,ab,47
Negeri Sembilan,2023,7,all,1214
Negeri Sembilan,2023,7,b,335
Negeri Sembilan,2023,7,o,510
Negeri Sembilan,2023,8,a,387
Negeri Sembilan,2023,8,ab,99
Negeri Sembilan,2023,8,all,1663
Negeri Sembilan,2023,8,b,429
Negeri Sembilan,2023,8,o,748
Negeri Sembilan,2023,9,a,312
Negeri Sembilan,2023,9,ab,40
Negeri Sembilan,2023,9,all,1231
Negeri Sembilan,2023,9,b,313
Negeri Sembilan,2023,9,o,566
Negeri Sembilan,2023,10,a,361
Negeri Sembilan,2023,10,ab,89
Negeri Sembilan,2023,10,all,1455
Negeri Sembilan,2023,10,b,406
Negeri Sembilan,2023,10,o,599
Negeri Sembilan,2023,11,a,327
Negeri Sembilan,2023,11,ab,81
Negeri Sembilan,2023,11,all,1380
Negeri Sembilan,2023,11,b,368
Negeri Sembilan,2023,11,o,604
Negeri Sembilan,2023,12,a,301
Negeri Sembilan,2023,12,ab,90
Negeri Sembilan,2023,12,all,1326
Negeri Sembilan,2023,12,b,332
Negeri Sembilan,2023,12,o,603
Negeri Sembilan,2024,1,a,446
Negeri Sembilan,2024,1,ab,95
Negeri Sembilan,2024,1,all,1694
Negeri Sembilan,2024,1,b,452
Negeri Sembilan,2024,1,o,701
Negeri Sembilan,2024,2,a,414
Negeri Sembilan,2024,2,ab,62
Negeri Sembilan,2024,2,all,1647
Negeri Sembilan,2024,2,b,437
Negeri Sembilan,2024,2,o,734
Negeri Sembilan,2024,3,a,331
Negeri Sembilan,2024,3,ab,26
Negeri Sembilan,2024,3,all,1351
Negeri Sembilan,2024,3,b,389
Negeri Sembilan,2024,3,o,605
Negeri Sembilan,2024,4,a,248
Negeri Sembilan,2024,4,ab,84
Negeri Sembilan,2024,4,all,1049
Negeri Sembilan,2024,4,b,274
Negeri Sembilan,2024,4,o,443
Negeri Sembilan,2024,5,a,363
Negeri Sembilan,2024,5,ab,70
Negeri Sembilan,2024,5,all,1464
Negeri Sembilan,2024,5,b,417
Negeri Sembilan,2024,5,o,614
Negeri Sembilan,2024,6,a,345
Negeri Sembilan,2024,6,ab,88
Negeri Sembilan,2024,6,all,1412
Negeri Sembilan,2024,6,b,386
Negeri Sembilan,2024,6,o,593
Negeri Sembilan,2024,7,a,331
Negeri Sembilan,2024,7,ab,90
Negeri Sembilan,2024,7,all,1439
Negeri Sembilan,2024,7,b,383
Negeri Sembilan,2024,7,o,635
Negeri Sembilan,2024,8,a,312
Negeri Sembilan,2024,8,ab,58
Negeri Sembilan,2024,8,all,1213
Negeri Sembilan,2024,8,b,339
Negeri Sembilan,2024,8,o,504
Negeri Sembilan,2024,9,a,166
Negeri Sembilan,2024,9,ab,18
Negeri Sembilan,2024,9,all,622
Negeri Sembilan,2024,9,b,168
Negeri Sembilan,2024,9,o,270
Pahang,2019,1,a,151
Pahang,2019,1,ab,30
Pahang,2019,1,all,631
Pahang,2019,1,b,204
Pahang,2019,1,o,246
Pahang,2019,2,a,134
Pahang,2019,2,ab,20
Pahang,2019,2,all,487
Pahang,2019,2,b,145
Pahang,2019,2,o,188
Pahang,2019,3,a,112
Pahang,2019,3,ab,20
Pahang,2019,3,all,412
Pahang,2019,3,b,112
Pahang,2019,3,o,168
Pahang,2019,4,a,173
Pahang,2019,4,ab,36
Pahang,2019,4,all,653
Pahang,2019,4,b,169
Pahang,2019,4,o,275
Pahang,2019,5,a,194
Pahang,2019,5,ab,44
Pahang,2019,5,all,811
Pahang,2019,5,b,247
Pahang,2019,5,o,326
Pahang,2019,6,a,440
Pahang,2019,6,ab,137
Pahang,2019,6,all,1893
Pahang,2019,6,b,530
Pahang,2019,6,o,786
Pahang,2019,7,a,483
Pahang,2019,7,ab,133
Pahang,2019,7,all,1951
Pahang,2019,7,b,526
Pahang,2019,7,o,809
Pahang,2019,8,a,393
Pahang,2019,8,ab,105
Pahang,2019,8,all,1558
Pahang,2019,8,b,449
Pahang,2019,8,o,611
Pahang,2019,9,a,541
Pahang,2019,9,ab,163
Pahang,2019,9,all,2230
Pahang,2019,9,b,616
Pahang,2019,9,o,910
Pahang,2019,10,a,473
Pahang,2019,10,ab,129
Pahang,2019,10,all,1933
Pahang,2019,10,b,524
Pahang,2019,10,o,807
Pahang,2019,11,a,389
Pahang,2019,11,ab,99
Pahang,2019,11,all,1609
Pahang,2019,11,b,449
Pahang,2019,11,o,672
Pahang,2019,12,a,389
Pahang,2019,12,ab,119
Pahang,2019,12,all,1642
Pahang,2019,12,b,476
Pahang,2019,12,o,658
Pahang,2020,1,a,534
Pahang,2020,1,ab,145
Pahang,2020,1,all,2106
Pahang,2020,1,b,600
Pahang,2020,1,o,827
Pahang,2020,2,a,495
Pahang,2020,2,ab,141
Pahang,2020,2,all,2038
Pahang,2020,2,b,607
Pahang,2020,2,o,795
Pahang,2020,3,a,460
Pahang,2020,3,ab,99
Pahang,2020,3,all,1803
Pahang,2020,3,b,498
Pahang,2020,3,o,746
Pahang,2020,4,a,351
Pahang,2020,4,ab,87
Pahang,2020,4,all,1268
Pahang,2020,4,b,347
Pahang,2020,4,o,483
Pahang,2020,5,a,303
Pahang,2020,5,ab,95
Pahang,2020,5,all,1337
Pahang,2020,5,b,388
Pahang,2020,5,o,551
Pahang,2020,6,a,553
Pahang,2020,6,ab,126
Pahang,2020,6,all,2083
Pahang,2020,6,b,586
Pahang,2020,6,o,818
Pahang,2020,7,a,373
Pahang,2020,7,ab,94
Pahang,2020,7,all,1512
Pahang,2020,7,b,403
Pahang,2020,7,o,642
Pahang,2020,8,a,615
Pahang,2020,8,ab,137
Pahang,2020,8,all,2189
Pahang,2020,8,b,592
Pahang,2020,8,o,845
Pahang,2020,9,a,414
Pahang,2020,9,ab,111
Pahang,2020,9,all,1748
Pahang,2020,9,b,517
Pahang,2020,9,o,706
Pahang,2020,10,a,579
Pahang,2020,10,ab,109
Pahang,2020,10,all,2118
Pahang,2020,10,b,601
Pahang,2020,10,o,829
Pahang,2020,11,a,538
Pahang,2020,11,ab,116
Pahang,2020,11,all,2072
Pahang,2020,11,b,593
Pahang,2020,11,o,825
Pahang,2020,12,a,505
Pahang,2020,12,ab,119
Pahang,2020,12,all,1881
Pahang,2020,12,b,538
Pahang,2020,12,o,719
Pahang,2021,1,a,339
Pahang,2021,1,ab,103
Pahang,2021,1,all,1471
Pahang,2021,1,b,432
Pahang,2021,1,o,597
Pahang,2021,2,a,479
Pahang,2021,2,ab,100
Pahang,2021,2,all,1841
Pahang,2021,2,b,542
Pahang,2021,2,o,720
Pahang,2021,3,a,540
Pahang,2021,3,ab,137
Pahang,2021,3,all,2328
Pahang,2021,3,b,689
Pahang,2021,3,o,962
Pahang,2021,4,a,505
Pahang,2021,4,ab,105
Pahang,2021,4,all,1839
Pahang,2021,4,b,478
Pahang,2021,4,o,751
Pahang,2021,5,a,489
Pahang,2021,5,ab,106
Pahang,2021,5,all,1819
Pahang,2021,5,b,463
Pahang,2021,5,o,761
Pahang,2021,6,a,510
Pahang,2021,6,ab,141
Pahang,2021,6,all,2078
Pahang,2021,6,b,593
Pahang,2021,6,o,834
Pahang,2021,7,a,389
Pahang,2021,7,ab,104
Pahang,2021,7,all,1594
Pahang,2021,7,b,476
Pahang,2021,7,o,625
Pahang,2021,8,a,527
Pahang,2021,8,ab,133
Pahang,2021,8,all,1963
Pahang,2021,8,b,546
Pahang,2021,8,o,757
Pahang,2021,9,a,500
Pahang,2021,9,ab,109
Pahang,2021,9,all,1835
Pahang,2021,9,b,506
Pahang,2021,9,o,720
Pahang,2021,10,a,485
Pahang,2021,10,ab,135
Pahang,2021,10,all,1984
Pahang,2021,10,b,565
Pahang,2021,10,o,799
Pahang,2021,11,a,533
Pahang,2021,11,ab,143
Pahang,2021,11,all,2230
Pahang,2021,11,b,580
Pahang,2021,11,o,974
Pahang,2021,12,a,471
Pahang,2021,12,ab,124
Pahang,2021,12,all,1846
Pahang,2021,12,b,512
Pahang,2021,12,o,739
Pahang,2022,1,a,582
Pahang,2022,1,ab,145
Pahang,2022,1,all,2309
Pahang,2022,1,b,641
Pahang,2022,1,o,941
Pahang,2022,2,a,387
Pahang,2022,2,ab,107
Pahang,2022,2,all,1642
Pahang,2022,2,b,451
Pahang,2022,2,o,697
Pahang,2022,3,a,551
Pahang,2022,3,ab,129
Pahang,2022,3,all,2239
Pahang,2022,3,b,649
Pahang,2022,3,o,910
Pahang,2022,4,a,476
Pahang,2022,4,ab,89
Pahang,2022,4,all,1772
Pahang,2022,4,b,468
Pahang,2022,4,o,739
Pahang,2022,5,a,585
Pahang,2022,5,ab,151
Pahang,2022,5,all,2221
Pahang,2022,5,b,575
Pahang,2022,5,o,910
Pahang,2022,6,a,531
Pahang,2022,6,ab,142
Pahang,2022,6,all,2245
Pahang,2022,6,b,648
Pahang,2022,6,o,924
Pahang,2022,7,a,478
Pahang,2022,7,ab,122
Pahang,2022,7,all,1857
Pahang,2022,7,b,528
Pahang,2022,7,o,729
Pahang,2022,8,a,503
Pahang,2022,8,ab,111
Pahang,2022,8,all,1909
Pahang,2022,8,b,529
Pahang,2022,8,o,765
Pahang,2022,9,a,490
Pahang,2022,9,ab,124
Pahang,2022,9,all,1855
Pahang,2022,9,b,518
Pahang,2022,9,o,722
Pahang,2022,10,a,444
Pahang,2022,10,ab,112
Pahang,2022,10,all,1791
Pahang,2022,10,b,483
Pahang,2022,10,o,752
Pahang,2022,11,a,529
Pahang,2022,11,ab,118
Pahang,2022,11,all,2096
Pahang,2022,11,b,600
Pahang,2022,11,o,849
Pahang,2022,12,a,513
Pahang,2022,12,ab,109
Pahang,2022,12,all,1915
Pahang,2022,12,b,523
Pahang,2022,12,o,770
Pahang,2023,1,a,473
Pahang,2023,1,ab,87
Pahang,2023,1,all,1705
Pahang,2023,1,b,424
Pahang,2023,1,o,721
Pahang,2023,2,a,547
Pahang,2023,2,ab,134
Pahang,2023,2,all,2115
Pahang,2023,2,b,609
Pahang,2023,2,o,824
Pahang,2023,3,a,583
Pahang,2023,3,ab,126
Pahang,2023,3,all,2329
Pahang,2023,3,b,656
Pahang,2023,3,o,964
Pahang,2023,4,a,409
Pahang,2023,4,ab,73
Pahang,2023,4,all,1552
Pahang,2023,4,b,417
Pahang,2023,4,o,653
Pahang,2023,5,a,616
Pahang,2023,5,ab,127
Pahang,2023,5,all,2383
Pahang,2023,5,b,666
Pahang,2023,5,o,974
Pahang,2023,6,a,482
Pahang,2023,6,ab,131
Pahang,2023,6,all,1943
Pahang,2023,6,b,573
Pahang,2023,6,o,757
Pahang,2023,7,a,504
Pahang,2023,7,ab,117
Pahang,2023,7,all,1927
Pahang,2023,7,b,545
Pahang,2023,7,o,761
Pahang,2023,8,a,468
Pahang,2023,8,ab,112
Pahang,2023,8,all,1757
Pahang,2023,8,b,469
Pahang,2023,8,o,708
Pahang,2023,9,a,381
Pahang,2023,9,ab,116
Pahang,2023,9,all,1713
Pahang,2023,9,b,501
Pahang,2023,9,o,714
Pahang,2023,10,a,479
Pahang,2023,10,ab,102
Pahang,2023,10,all,1872
Pahang,2023,10,b,545
Pahang,2023,10,o,746
Pahang,2023,11,a,329
Pahang,2023,11,ab,91
Pahang,2023,11,all,1370
Pahang,2023,11,b,425
Pahang,2023,11,o,525
Pahang,2023,12,a,530
Pahang,2023,12,ab,126
Pahang,2023,12,all,2137
Pahang,2023,12,b,565
Pahang,2023,12,o,916
Pahang,2024,1,a,550
Pahang,2024,1,ab,110
Pahang,2024,1,all,2128
Pahang,2024,1,b,599
Pahang,2024,1,o,869
Pahang,2024,2,a,475
Pahang,2024,2,ab,115
Pahang,2024,2,all,1969
Pahang,2024,2,b,584
Pahang,2024,2,o,795
Pahang,2024,3,a,542
Pahang,2024,3,ab,139
Pahang,2024,3,all,2198
Pahang,2024,3,b,580
Pahang,2024,3,o,937
Pahang,2024,4,a,472
Pahang,2024,4,ab,104
Pahang,2024,4,all,1814
Pahang,2024,4,b,501
Pahang,2024,4,o,737
Pahang,2024,5,a,523
Pahang,2024,5,ab,106
Pahang,2024,5,all,1985
Pahang,2024,5,b,559
Pahang,2024,5,o,797
Pahang,2024,6,a,451
Pahang,2024,6,ab,110
Pahang,2024,6,all,1851
Pahang,2024,6,b,529
Pahang,2024,6,o,761
Pahang,2024,7,a,527
Pahang,2024,7,ab,115
Pahang,2024,7,all,1929
Pahang,2024,7,b,501
Pahang,2024,7,o,786
Pahang,2024,8,a,552
Pahang,2024,8,ab,115
Pahang,2024,8,all,2177
Pahang,2024,8,b,617
Pahang,2024,8,o,893
Pahang,2024,9,a,228
Pahang,2024,9,ab,45
Pahang,2024,9,all,906
Pahang,2024,9,b,263
Pahang,2024,9,o,370
Penang,2019,1,a,1123
Penang,2019,1,ab,305
Penang,2019,1,all,4787
Penang,2019,1,b,1240
Penang,2019,1,o,2119
Penang,2019,2,a,797
Penang,2019,2,ab,191
Penang,2019,2,all,3130
Penang,2019,2,b,832
Penang,2019,2,o,1310
Penang,2019,3,a,1138
Penang,2019,3,ab,282
Penang,2019,3,all,4531
Penang,2019,3,b,1224
Penang,2019,3,o,1887
Penang,2019,4,a,1024
Penang,2019,4,ab,279
Penang,2019,4,all,4086
Penang,2019,4,b,1062
Penang,2019,4,o,1721
Penang,2019,5,a,632
Penang,2019,5,ab,156
Penang,2019,5,all,2501
Penang,2019,5,b,644
Penang,2019,5,o,1069
Penang,2019,6,a,1031
Penang,2019,6,ab,284
Penang,2019,6,all,4122
Penang,2019,6,b,1067
Penang,2019,6,o,1740
Penang,2019,7,a,1008
Penang,2019,7,ab,268
Penang,2019,7,all,3927
Penang,2019,7,b,1022
Penang,2019,7,o,1629
Penang,2019,8,a,900
Penang,2019,8,ab,219
Penang,2019,8,all,3504
Penang,2019,8,b,871
Penang,2019,8,o,1514
Penang,2019,9,a,768
Penang,2019,9,ab,187
Penang,2019,9,all,3009
Penang,2019,9,b,786
Penang,2019,9,o,1268
Penang,2019,10,a,860
Penang,2019,10,ab,221
Penang,2019,10,all,3442
Penang,2019,10,b,930
Penang,2019,10,o,1431
Penang,2019,11,a,725
Penang,2019,11,ab,192
Penang,2019,11,all,3012
Penang,2019,11,b,778
Penang,2019,11,o,1317
Penang,2019,12,a,879
Penang,2019,12,ab,219
Penang,2019,12,all,3397
Penang,2019,12,b,897
Penang,2019,12,o,1402
Penang,2020,1,a,750
Penang,2020,1,ab,183
Penang,2020,1,all,3140
Penang,2020,1,b,845
Penang,2020,1,o,1362
Penang,2020,2,a,844
Penang,2020,2,ab,221
Penang,2020,2,all,3562
Penang,2020,2,b,969
Penang,2020,2,o,1528
Penang,2020,3,a,673
Penang,2020,3,ab,180
Penang,2020,3,all,2750
Penang,2020,3,b,752
Penang,2020,3,o,1145
Penang,2020,4,a,576
Penang,2020,4,ab,149
Penang,2020,4,all,2490
Penang,2020,4,b,648
Penang,2020,4,o,1117
Penang,2020,5,a,746
Penang,2020,5,ab,156
Penang,2020,5,all,2956
Penang,2020,5,b,772
Penang,2020,5,o,1282
Penang,2020,6,a,901
Penang,2020,6,ab,213
Penang,2020,6,all,3615
Penang,2020,6,b,992
Penang,2020,6,o,1509
Penang,2020,7,a,722
Penang,2020,7,ab,177
Penang,2020,7,all,2908
Penang,2020,7,b,787
Penang,2020,7,o,1222
Penang,2020,8,a,701
Penang,2020,8,ab,152
Penang,2020,8,all,2928
Penang,2020,8,b,851
Penang,2020,8,o,1224
Penang,2020,9,a,877
Penang,2020,9,ab,224
Penang,2020,9,all,3493
Penang,2020,9,b,884
Penang,2020,9,o,1508
Penang,2020,10,a,680
Penang,2020,10,ab,154
Penang,2020,10,all,2606
Penang,2020,10,b,694
Penang,2020,10,o,1078
Penang,2020,11,a,738
Penang,2020,11,ab,184
Penang,2020,11,all,2888
Penang,2020,11,b,808
Penang,2020,11,o,1158
Penang,2020,12,a,827
Penang,2020,12,ab,209
Penang,2020,12,all,3176
Penang,2020,12,b,805
Penang,2020,12,o,1335
Penang,2021,1,a,747
Penang,2021,1,ab,188
Penang,2021,1,all,3134
Penang,2021,1,b,876
Penang,2021,1,o,1323
Penang,2021,2,a,638
Penang,2021,2,ab,155
Penang,2021,2,all,2624
Penang,2021,2,b,716
Penang,2021,2,o,1115
Penang,2021,3,a,807
Penang,2021,3,ab,200
Penang,2021,3,all,3195
Penang,2021,3,b,845
Penang,2021,3,o,1343
Penang,2021,4,a,632
Penang,2021,4,ab,167
Penang,2021,4,all,2681
Penang,2021,4,b,740
Penang,2021,4,o,1142
Penang,2021,5,a,779
Penang,2021,5,ab,166
Penang,2021,5,all,3168
Penang,2021,5,b,851
Penang,2021,5,o,1372
Penang,2021,6,a,851
Penang,2021,6,ab,180
Penang,2021,6,all,3311
Penang,2021,6,b,851
Penang,2021,6,o,1429
Penang,2021,7,a,612
Penang,2021,7,ab,142
Penang,2021,7,all,2451
Penang,2021,7,b,682
Penang,2021,7,o,1015
Penang,2021,8,a,757
Penang,2021,8,ab,194
Penang,2021,8,all,2969
Penang,2021,8,b,780
Penang,2021,8,o,1238
Penang,2021,9,a,693
Penang,2021,9,ab,164
Penang,2021,9,all,2882
Penang,2021,9,b,802
Penang,2021,9,o,1223
Penang,2021,10,a,730
Penang,2021,10,ab,163
Penang,2021,10,all,2803
Penang,2021,10,b,732
Penang,2021,10,o,1178
Penang,2021,11,a,753
Penang,2021,11,ab,182
Penang,2021,11,all,3133
Penang,2021,11,b,889
Penang,2021,11,o,1309
Penang,2021,12,a,718
Penang,2021,12,ab,176
Penang,2021,12,all,2860
Penang,2021,12,b,763
Penang,2021,12,o,1203
Penang,2022,1,a,753
Penang,2022,1,ab,161
Penang,2022,1,all,2781
Penang,2022,1,b,755
Penang,2022,1,o,1112
Penang,2022,2,a,649
Penang,2022,2,ab,176
Penang,2022,2,all,2698
Penang,2022,2,b,720
Penang,2022,2,o,1153
Penang,2022,3,a,846
Penang,2022,3,ab,185
Penang,2022,3,all,3241
Penang,2022,3,b,863
Penang,2022,3,o,1347
Penang,2022,4,a,656
Penang,2022,4,ab,160
Penang,2022,4,all,2735
Penang,2022,4,b,706
Penang,2022,4,o,1213
Penang,2022,5,a,796
Penang,2022,5,ab,175
Penang,2022,5,all,3270
Penang,2022,5,b,878
Penang,2022,5,o,1421
Penang,2022,6,a,1037
Penang,2022,6,ab,265
Penang,2022,6,all,4089
Penang,2022,6,b,1108
Penang,2022,6,o,1679
Penang,2022,7,a,739
Penang,2022,7,ab,180
Penang,2022,7,all,3089
Penang,2022,7,b,872
Penang,2022,7,o,1298
Penang,2022,8,a,899
Penang,2022,8,ab,213
Penang,2022,8,all,3593
Penang,2022,8,b,977
Penang,2022,8,o,1504
Penang,2022,9,a,880
Penang,2022,9,ab,223
Penang,2022,9,all,3511
Penang,2022,9,b,965
Penang,2022,9,o,1443
Penang,2022,10,a,815
Penang,2022,10,ab,174
Penang,2022,10,all,3235
Penang,2022,10,b,800
Penang,2022,10,o,1446
Penang,2022,11,a,654
Penang,2022,11,ab,195
Penang,2022,11,all,2715
Penang,2022,11,b,747
Penang,2022,11,o,1119
Penang,2022,12,a,869
Penang,2022,12,ab,237
Penang,2022,12,all,3463
Penang,2022,12,b,942
Penang,2022,12,o,1415
Penang,2023,1,a,913
Penang,2023,1,ab,230
Penang,2023,1,all,3636
