state,year,month,blood_type,donations
Kelantan,2023,8,a,344
Kelantan,2023,8,ab,87
Kelantan,2023,8,all,1381
Kelantan,2023,8,b,391
Kelantan,2023,8,o,559
Kelantan,2023,9,a,337
Kelantan,2023,9,ab,97
Kelantan,2023,9,all,1231
Kelantan,2023,9,b,306
Kelantan,2023,9,o,491
Kelantan,2023,10,a,308
Kelantan,2023,10,ab,73
Kelantan,2023,10,all,1162
Kelantan,2023,10,b,313
Kelantan,2023,10,o,468
Kelantan,2023,11,a,365
Kelantan,2023,11,ab,96
Kelantan,2023,11,all,1398
Kelantan,2023,11,b,407
Kelantan,2023,11,o,530
Kelantan,2023,12,a,375
Kelantan,2023,12,ab,94
Kelantan,2023,12,all,1405
Kelantan,2023,12,b,359
Kelantan,2023,12,o,577
Kelantan,2024,1,a,398
Kelantan,2024,1,ab,109
Kelantan,2024,1,all,1646
Kelantan,2024,1,b,395
Kelantan,2024,1,o,744
Kelantan,2024,2,a,345
Kelantan,2024,2,ab,85
Kelantan,2024,2,all,1335
Kelantan,2024,2,b,347
Kelantan,2024,2,o,558
Kelantan,2024,3,a,497
Kelantan,2024,3,ab,117
Kelantan,2024,3,all,1823
Kelantan,2024,3,b,488
Kelantan,2024,3,o,721
Kelantan,2024,4,a,341
Kelantan,2024,4,ab,88
Kelantan,2024,4,all,1260
Kelantan,2024,4,b,311
Kelantan,2024,4,o,520
Kelantan,2024,5,a,420
Kelantan,2024,5,ab,110
Kelantan,2024,5,all,1734
Kelantan,2024,5,b,484
Kelantan,2024,5,o,720
Kelantan,2024,6,a,425
Kelantan,2024,6,ab,112
Kelantan,2024,6,all,1541
Kelantan,2024,6,b,383
Kelantan,2024,6,o,621
Kelantan,2024,7,a,475
Kelantan,2024,7,ab,114
Kelantan,2024,7,all,1741
Kelantan,2024,7,b,433
Kelantan,2024,7,o,719
Kelantan,2024,8,a,503
Kelantan,2024,8,ab,113
Kelantan,2024,8,all,1757
Kelantan,2024,8,b,465
Kelantan,2024,8,o,676
Kelantan,2024,9,a,209
Kelantan,2024,9,ab,54
Kelantan,2024,9,all,737
Kelantan,2024,9,b,185
Kelantan,2024,9,o,289
Kuala Lumpur,2019,1,a,4096
Kuala Lumpur,2019,1,ab,1027
Kuala Lumpur,2019,1,all,16354
Kuala Lumpur,2019,1,b,4472
Kuala Lumpur,2019,1,o,6758
Kuala Lumpur,2019,2,a,3867
Kuala Lumpur,2019,2,ab,950
Kuala Lumpur,2019,2,all,15470
Kuala Lumpur,2019,2,b,4231
Kuala Lumpur,2019,2,o,6422
Kuala Lumpur,2019,3,a,5101
Kuala Lumpur,2019,3,ab,1291
Kuala Lumpur,2019,3,all,19916
Kuala Lumpur,2019,3,b,5310
Kuala Lumpur,2019,3,o,8212
Kuala Lumpur,2019,4,a,4553
Kuala Lumpur,2019,4,ab,850
Kuala Lumpur,2019,4,all,17924
Kuala Lumpur,2019,4,b,5008
Kuala Lumpur,2019,4,o,7512
Kuala Lumpur,2019,5,a,3396
Kuala Lumpur,2019,5,ab,674
Kuala Lumpur,2019,5,all,13195
Kuala Lumpur,2019,5,b,3496
Kuala Lumpur,2019,5,o,5628
Kuala Lumpur,2019,6,a,3815
Kuala Lumpur,2019,6,ab,973
Kuala Lumpur,2019,6,all,14972
Kuala Lumpur,2019,6,b,3895
Kuala Lumpur,2019,6,o,6289
Kuala Lumpur,2019,7,a,4703
Kuala Lumpur,2019,7,ab,1068
Kuala Lumpur,2019,7,all,18714
Kuala Lumpur,2019,7,b,5126
Kuala Lumpur,2019,7,o,7814
Kuala Lumpur,2019,8,a,4570
Kuala Lumpur,2019,8,ab,848
Kuala Lumpur,2019,8,all,17717
Kuala Lumpur,2019,8,b,4882
Kuala Lumpur,2019,8,o,7416
Kuala Lumpur,2019,9,a,3888
Kuala Lumpur,2019,9,ab,871
Kuala Lumpur,2019,9,all,15705
Kuala Lumpur,2019,9,b,4396
Kuala Lumpur,2019,9,o,6550
Kuala Lumpur,2019,10,a,4231
Kuala Lumpur,2019,10,ab,1045
Kuala Lumpur,2019,10,all,17051
Kuala Lumpur,2019,10,b,4682
Kuala Lumpur,2019,10,o,7093
Kuala Lumpur,2019,11,a,4356
Kuala Lumpur,2019,11,ab,920
Kuala Lumpur,2019,11,all,17127
Kuala Lumpur,2019,11,b,4604
Kuala Lumpur,2019,11,o,7246
Kuala Lumpur,2019,12,a,3623
Kuala Lumpur,2019,12,ab,835
Kuala Lumpur,2019,12,all,14361
Kuala Lumpur,2019,12,b,3830
Kuala Lumpur,2019,12,o,6071
Kuala Lumpur,2020,1,a,3292
Kuala Lumpur,2020,1,ab,791
Kuala Lumpur,2020,1,all,13116
Kuala Lumpur,2020,1,b,3553
Kuala Lumpur,2020,1,o,5479
Kuala Lumpur,2020,2,a,3909
Kuala Lumpur,2020,2,ab,988
Kuala Lumpur,2020,2,all,15535
Kuala Lumpur,2020,2,b,4230
Kuala Lumpur,2020,2,o,6407
Kuala Lumpur,2020,3,a,2936
Kuala Lumpur,2020,3,ab,650
Kuala Lumpur,2020,3,all,12015
Kuala Lumpur,2020,3,b,3236
Kuala Lumpur,2020,3,o,5193
Kuala Lumpur,2020,4,a,2607
Kuala Lumpur,2020,4,ab,496
Kuala Lumpur,2020,4,all,11635
Kuala Lumpur,2020,4,b,2934
Kuala Lumpur,2020,4,o,5598
Kuala Lumpur,2020,5,a,3602
Kuala Lumpur,2020,5,ab,834
Kuala Lumpur,2020,5,all,13523
Kuala Lumpur,2020,5,b,3351
Kuala Lumpur,2020,5,o,5736
Kuala Lumpur,2020,6,a,3357
Kuala Lumpur,2020,6,ab,787
Kuala Lumpur,2020,6,all,13877
Kuala Lumpur,2020,6,b,3414
Kuala Lumpur,2020,6,o,6319
Kuala Lumpur,2020,7,a,3373
Kuala Lumpur,2020,7,ab,806
Kuala Lumpur,2020,7,all,14018
Kuala Lumpur,2020,7,b,3827
Kuala Lumpur,2020,7,o,6012
Kuala Lumpur,2020,8,a,5237
Kuala Lumpur,2020,8,ab,1086
Kuala Lumpur,2020,8,all,20069
Kuala Lumpur,2020,8,b,5735
Kuala Lumpur,2020,8,o,8010
Kuala Lumpur,2020,9,a,3281
Kuala Lumpur,2020,9,ab,700
Kuala Lumpur,2020,9,all,12924
Kuala Lumpur,2020,9,b,3410
Kuala Lumpur,2020,9,o,5529
Kuala Lumpur,2020,10,a,4226
Kuala Lumpur,2020,10,ab,852
Kuala Lumpur,2020,10,all,15675
Kuala Lumpur,2020,10,b,4783
Kuala Lumpur,2020,10,o,5812
Kuala Lumpur,2020,11,a,3722
Kuala Lumpur,2020,11,ab,866
Kuala Lumpur,2020,11,all,14572
Kuala Lumpur,2020,11,b,3902
Kuala Lumpur,2020,11,o,6080
Kuala Lumpur,2020,12,a,3318
Kuala Lumpur,2020,12,ab,642
Kuala Lumpur,2020,12,all,12982
Kuala Lumpur,2020,12,b,3419
Kuala Lumpur,2020,12,o,5603
Kuala Lumpur,2021,1,a,3868
Kuala Lumpur,2021,1,ab,851
Kuala Lumpur,2021,1,all,16024
Kuala Lumpur,2021,1,b,4297
Kuala Lumpur,2021,1,o,7008
Kuala Lumpur,2021,2,a,3618
Kuala Lumpur,2021,2,ab,679
Kuala Lumpur,2021,2,all,14222
Kuala Lumpur,2021,2,b,3910
Kuala Lumpur,2021,2,o,6015
Kuala Lumpur,2021,3,a,3737
Kuala Lumpur,2021,3,ab,930
Kuala Lumpur,2021,3,all,15388
Kuala Lumpur,2021,3,b,4200
Kuala Lumpur,2021,3,o,6520
Kuala Lumpur,2021,4,a,3277
Kuala Lumpur,2021,4,ab,697
Kuala Lumpur,2021,4,all,12649
Kuala Lumpur,2021,4,b,3364
Kuala Lumpur,2021,4,o,5308
Kuala Lumpur,2021,5,a,3738
Kuala Lumpur,2021,5,ab,743
Kuala Lumpur,2021,5,all,15608
Kuala Lumpur,2021,5,b,4347
Kuala Lumpur,2021,5,o,6780
Kuala Lumpur,2021,6,a,3733
Kuala Lumpur,2021,6,ab,795
Kuala Lumpur,2021,6,all,15040
Kuala Lumpur,2021,6,b,4137
Kuala Lumpur,2021,6,o,6373
Kuala Lumpur,2021,7,a,2040
Kuala Lumpur,2021,7,ab,453
Kuala Lumpur,2021,7,all,8179
Kuala Lumpur,2021,7,b,2271
Kuala Lumpur,2021,7,o,3415
Kuala Lumpur,2021,8,a,4162
Kuala Lumpur,2021,8,ab,888
Kuala Lumpur,2021,8,all,16818
Kuala Lumpur,2021,8,b,4704
Kuala Lumpur,2021,8,o,7063
Kuala Lumpur,2021,9,a,4100
Kuala Lumpur,2021,9,ab,889
Kuala Lumpur,2021,9,all,16594
Kuala Lumpur,2021,9,b,4633
Kuala Lumpur,2021,9,o,6970
Kuala Lumpur,2021,10,a,3460
Kuala Lumpur,2021,10,ab,503
Kuala Lumpur,2021,10,all,13131
Kuala Lumpur,2021,10,b,3624
Kuala Lumpur,2021,10,o,5544
Kuala Lumpur,2021,11,a,3827
Kuala Lumpur,2021,11,ab,888
Kuala Lumpur,2021,11,all,14651
Kuala Lumpur,2021,11,b,3883
Kuala Lumpur,2021,11,o,6051
Kuala Lumpur,2021,12,a,3764
Kuala Lumpur,2021,12,ab,946
Kuala Lumpur,2021,12,all,15663
Kuala Lumpur,2021,12,b,4340
Kuala Lumpur,2021,12,o,6612
Kuala Lumpur,2022,1,a,3845
Kuala Lumpur,2022,1,ab,817
Kuala Lumpur,2022,1,all,15437
Kuala Lumpur,2022,1,b,4189
Kuala Lumpur,2022,1,o,6586
Kuala Lumpur,2022,2,a,3612
Kuala Lumpur,2022,2,ab,819
Kuala Lumpur,2022,2,all,14543
Kuala Lumpur,2022,2,b,3944
Kuala Lumpur,2022,2,o,6167
Kuala Lumpur,2022,3,a,4094
Kuala Lumpur,2022,3,ab,927
Kuala Lumpur,2022,3,all,16793
Kuala Lumpur,2022,3,b,4576
Kuala Lumpur,2022,3,o,7195
Kuala Lumpur,2022,4,a,3065
Kuala Lumpur,2022,4,ab,676
Kuala Lumpur,2022,4,all,12674
Kuala Lumpur,2022,4,b,3325
Kuala Lumpur,2022,4,o,5608
Kuala Lumpur,2022,5,a,4383
Kuala Lumpur,2022,5,ab,901
Kuala Lumpur,2022,5,all,17934
Kuala Lumpur,2022,5,b,4892
Kuala Lumpur,2022,5,o,7758
Kuala Lumpur,2022,6,a,4830
Kuala Lumpur,2022,6,ab,1033
Kuala Lumpur,2022,6,all,19626
Kuala Lumpur,2022,6,b,5384
Kuala Lumpur,2022,6,o,8376
Kuala Lumpur,2022,7,a,4528
Kuala Lumpur,2022,7,ab,683
Kuala Lumpur,2022,7,all,17872
Kuala Lumpur,2022,7,b,4748
Kuala Lumpur,2022,7,o,7912
Kuala Lumpur,2022,8,a,4165
Kuala Lumpur,2022,8,ab,948
Kuala Lumpur,2022,8,all,16685
Kuala Lumpur,2022,8,b,4602
Kuala Lumpur,2022,8,o,6968
Kuala Lumpur,2022,9,a,4141
Kuala Lumpur,2022,9,ab,1049
Kuala Lumpur,2022,9,all,17103
Kuala Lumpur,2022,9,b,4636
Kuala Lumpur,2022,9,o,7273
Kuala Lumpur,2022,10,a,4804
Kuala Lumpur,2022,10,ab,809
Kuala Lumpur,2022,10,all,18900
Kuala Lumpur,2022,10,b,5171
Kuala Lumpur,2022,10,o,8115
Kuala Lumpur,2022,11,a,3909
Kuala Lumpur,2022,11,ab,844
Kuala Lumpur,2022,11,all,15442
Kuala Lumpur,2022,11,b,4249
Kuala Lumpur,2022,11,o,6439
Kuala Lumpur,2022,12,a,4895
Kuala Lumpur,2022,12,ab,1108
Kuala Lumpur,2022,12,all,19404
Kuala Lumpur,2022,12,b,5258
Kuala Lumpur,2022,12,o,8140
Kuala Lumpur,2023,1,a,4302
Kuala Lumpur,2023,1,ab,758
Kuala Lumpur,2023,1,all,16949
Kuala Lumpur,2023,1,b,4640
Kuala Lumpur,2023,1,o,7247
Kuala Lumpur,2023,2,a,4226
Kuala Lumpur,2023,2,ab,985
Kuala Lumpur,2023,2,all,17340
Kuala Lumpur,2023,2,b,4700
Kuala Lumpur,2023,2,o,7429
Kuala Lumpur,2023,3,a,4703
Kuala Lumpur,2023,3,ab,1034
Kuala Lumpur,2023,3,all,19093
Kuala Lumpur,2023,3,b,5299
Kuala Lumpur,2023,3,o,8055
Kuala Lumpur,2023,4,a,3197
Kuala Lumpur,2023,4,ab,583
Kuala Lumpur,2023,4,all,12535
Kuala Lumpur,2023,4,b,3380
Kuala Lumpur,2023,4,o,5374
Kuala Lumpur,2023,5,a,4481
Kuala Lumpur,2023,5,ab,1017
Kuala Lumpur,2023,5,all,17944
Kuala Lumpur,2023,5,b,4741
Kuala Lumpur,2023,5,o,7702
Kuala Lumpur,2023,6,a,5189
Kuala Lumpur,2023,6,ab,947
Kuala Lumpur,2023,6,all,20267
Kuala Lumpur,2023,6,b,5633
Kuala Lumpur,2023,6,o,8497
Kuala Lumpur,2023,7,a,4598
Kuala Lumpur,2023,7,ab,919
Kuala Lumpur,2023,7,all,18337
Kuala Lumpur,2023,7,b,4890
Kuala Lumpur,2023,7,o,7930
Kuala Lumpur,2023,8,a,4456
Kuala Lumpur,2023,8,ab,798
Kuala Lumpur,2023,8,all,17615
Kuala Lumpur,2023,8,b,4735
Kuala Lumpur,2023,8,o,7625
Kuala Lumpur,2023,9,a,4026
Kuala Lumpur,2023,9,ab,961
Kuala Lumpur,2023,9,all,16466
Kuala Lumpur,2023,9,b,4531
Kuala Lumpur,2023,9,o,6944
Kuala Lumpur,2023,10,a,4299
Kuala Lumpur,2023,10,ab,738
Kuala Lumpur,2023,10,all,16623
Kuala Lumpur,2023,10,b,4538
Kuala Lumpur,2023,10,o,7048
Kuala Lumpur,2023,11,a,3854
Kuala Lumpur,2023,11,ab,760
Kuala Lumpur,2023,11,all,15401
Kuala Lumpur,2023,11,b,4204
Kuala Lumpur,2023,11,o,6583
Kuala Lumpur,2023,12,a,4364
Kuala Lumpur,2023,12,ab,1013
Kuala Lumpur,2023,12,all,17718
Kuala Lumpur,2023,12,b,4716
Kuala Lumpur,2023,12,o,7624
Kuala Lumpur,2024,1,a,4125
Kuala Lumpur,2024,1,ab,820
Kuala Lumpur,2024,1,all,16806
Kuala Lumpur,2024,1,b,4637
Kuala Lumpur,2024,1,o,7222
Kuala Lumpur,2024,2,a,4237
Kuala Lumpur,2024,2,ab,952
Kuala Lumpur,2024,2,all,16929
Kuala Lumpur,2024,2,b,4507
Kuala Lumpur,2024,2,o,7232
Kuala Lumpur,2024,3,a,4432
Kuala Lumpur,2024,3,ab,983
Kuala Lumpur,2024,3,all,17779
Kuala Lumpur,2024,3,b,4712
Kuala Lumpur,2024,3,o,7650
Kuala Lumpur,2024,4,a,3770
Kuala Lumpur,2024,4,ab,618
Kuala Lumpur,2024,4,all,14684
Kuala Lumpur,2024,4,b,3894
Kuala Lumpur,2024,4,o,6401
Kuala Lumpur,2024,5,a,5103
Kuala Lumpur,2024,5,ab,1222
Kuala Lumpur,2024,5,all,20115
Kuala Lumpur,2024,5,b,5288
Kuala Lumpur,2024,5,o,8500
Kuala Lumpur,2024,6,a,4548
Kuala Lumpur,2024,6,ab,679
Kuala Lumpur,2024,6,all,17969
Kuala Lumpur,2024,6,b,4967
Kuala Lumpur,2024,6,o,7772
Kuala Lumpur,2024,7,a,3956
Kuala Lumpur,2024,7,ab,881
Kuala Lumpur,2024,7,all,16022
Kuala Lumpur,2024,7,b,4385
Kuala Lumpur,2024,7,o,6798
Kuala Lumpur,2024,8,a,4302
Kuala Lumpur,2024,8,ab,981
Kuala Lumpur,2024,8,all,17337
Kuala Lumpur,2024,8,b,4652
Kuala Lumpur,2024,8,o,7401
Kuala Lumpur,2024,9,a,2241
Kuala Lumpur,2024,9,ab,431
Kuala Lumpur,2024,9,all,8364
Kuala Lumpur,2024,9,b,2256
Kuala Lumpur,2024,9,o,3436
Melaka,2019,1,a,646
Melaka,2019,1,ab,167
Melaka,2019,1,all,2561
Melaka,2019,1,b,675
Melaka,2019,1,o,1073
Melaka,2019,2,a,602
Melaka,2019,2,ab,146
Melaka,2019,2,all,2468
Melaka,2019,2,b,669
Melaka,2019,2,o,1051
Melaka,2019,3,a,733
Melaka,2019,3,ab,162
Melaka,2019,3,all,2757
Melaka,2019,3,b,682
Melaka,2019,3,o,1180
Melaka,2019,4,a,803
Melaka,2019,4,ab,196
Melaka,2019,4,all,3012
Melaka,2019,4,b,733
Melaka,2019,4,o,1280
Melaka,2019,5,a,625
Melaka,2019,5,ab,123
Melaka,2019,5,all,2393
Melaka,2019,5,b,640
Melaka,2019,5,o,1005
Melaka,2019,6,a,581
Melaka,2019,6,ab,151
Melaka,2019,6,all,2115
Melaka,2019,6,b,512
Melaka,2019,6,o,871
Melaka,2019,7,a,824
Melaka,2019,7,ab,189
Melaka,2019,7,all,3103
Melaka,2019,7,b,779
Melaka,2019,7,o,1311
Melaka,2019,8,a,600
Melaka,2019,8,ab,155
Melaka,2019,8,all,2525
Melaka,2019,8,b,681
Melaka,2019,8,o,1089
Melaka,2019,9,a,575
Melaka,2019,9,ab,139
Melaka,2019,9,all,2270
Melaka,2019,9,b,595
Melaka,2019,9,o,961
Melaka,2019,10,a,575
Melaka,2019,10,ab,135
Melaka,2019,10,all,2154
Melaka,2019,10,b,548
Melaka,2019,10,o,896
Melaka,2019,11,a,487
Melaka,2019,11,ab,113
Melaka,2019,11,all,2006
Melaka,2019,11,b,542
Melaka,2019,11,o,864
Melaka,2019,12,a,740
Melaka,2019,12,ab,159
Melaka,2019,12,all,2869
Melaka,2019,12,b,733
Melaka,2019,12,o,1237
Melaka,2020,1,a,610
Melaka,2020,1,ab,148
Melaka,2020,1,all,2396
Melaka,2020,1,b,613
Melaka,2020,1,o,1025
Melaka,2020,2,a,701
Melaka,2020,2,ab,198
Melaka,2020,2,all,2973
Melaka,2020,2,b,813
Melaka,2020,2,o,1261
Melaka,2020,3,a,540
Melaka,2020,3,ab,127
Melaka,2020,3,all,2140
Melaka,2020,3,b,560
Melaka,2020,3,o,913
Melaka,2020,4,a,424
Melaka,2020,4,ab,91
Melaka,2020,4,all,1585
Melaka,2020,4,b,417
Melaka,2020,4,o,653
Melaka,2020,5,a,529
Melaka,2020,5,ab,138
Melaka,2020,5,all,2125
Melaka,2020,5,b,574
Melaka,2020,5,o,884
Melaka,2020,6,a,579
Melaka,2020,6,ab,142
Melaka,2020,6,all,2290
Melaka,2020,6,b,616
Melaka,2020,6,o,953
Melaka,2020,7,a,498
Melaka,2020,7,ab,124
Melaka,2020,7,all,1913
Melaka,2020,7,b,493
Melaka,2020,7,o,798
Melaka,2020,8,a,940
Melaka,2020,8,ab,199
Melaka,2020,8,all,3431
Melaka,2020,8,b,900
Melaka,2020,8,o,1392
Melaka,2020,9,a,490
Melaka,2020,9,ab,111
Melaka,2020,9,all,2105
Melaka,2020,9,b,584
Melaka,2020,9,o,920
Melaka,2020,10,a,662
Melaka,2020,10,ab,147
Melaka,2020,10,all,2504
Melaka,2020,10,b,707
Melaka,2020,10,o,988
Melaka,2020,11,a,567
Melaka,2020,11,ab,132
Melaka,2020,11,all,2095
Melaka,2020,11,b,549
Melaka,2020,11,o,847
Melaka,2020,12,a,532
Melaka,2020,12,ab,133
Melaka,2020,12,all,1979
Melaka,2020,12,b,490
Melaka,2020,12,o,824
Melaka,2021,1,a,561
Melaka,2021,1,ab,171
Melaka,2021,1,all,2269
Melaka,2021,1,b,614
Melaka,2021,1,o,923
Melaka,2021,2,a,639
Melaka,2021,2,ab,166
Melaka,2021,2,all,2441
Melaka,2021,2,b,662
Melaka,2021,2,o,974
Melaka,2021,3,a,604
Melaka,2021,3,ab,163
Melaka,2021,3,all,2469
Melaka,2021,3,b,643
Melaka,2021,3,o,1059
Melaka,2021,4,a,545
Melaka,2021,4,ab,129
Melaka,2021,4,all,2100
Melaka,2021,4,b,528
Melaka,2021,4,o,898
Melaka,2021,5,a,505
Melaka,2021,5,ab,124
Melaka,2021,5,all,1987
Melaka,2021,5,b,544
Melaka,2021,5,o,814
Melaka,2021,6,a,680
Melaka,2021,6,ab,186
Melaka,2021,6,all,2717
Melaka,2021,6,b,742
Melaka,2021,6,o,1109
Melaka,2021,7,a,494
Melaka,2021,7,ab,107
Melaka,2021,7,all,2030
Melaka,2021,7,b,530
Melaka,2021,7,o,899
Melaka,2021,8,a,660
Melaka,2021,8,ab,179
Melaka,2021,8,all,2575
Melaka,2021,8,b,681
Melaka,2021,8,o,1055
Melaka,2021,9,a,505
Melaka,2021,9,ab,121
Melaka,2021,9,all,2073
Melaka,2021,9,b,545
Melaka,2021,9,o,902
Melaka,2021,10,a,597
Melaka,2021,10,ab,130
Melaka,2021,10,all,2322
Melaka,2021,10,b,645
Melaka,2021,10,o,950
Melaka,2021,11,a,588
Melaka,2021,11,ab,153
Melaka,2021,11,all,2340
Melaka,2021,11,b,612
Melaka,2021,11,o,987
Melaka,2021,12,a,704
Melaka,2021,12,ab,159
Melaka,2021,12,all,2633
Melaka,2021,12,b,725
Melaka,2021,12,o,1045
Melaka,2022,1,a,604
Melaka,2022,1,ab,123
Melaka,2022,1,all,2264
Melaka,2022,1,b,591
Melaka,2022,1,o,946
Melaka,2022,2,a,544
Melaka,2022,2,ab,117
Melaka,2022,2,all,2067
Melaka,2022,2,b,541
Melaka,2022,2,o,865
Melaka,2022,3,a,704
Melaka,2022,3,ab,179
Melaka,2022,3,all,2816
Melaka,2022,3,b,757
Melaka,2022,3,o,1176
Melaka,2022,4,a,567
Melaka,2022,4,ab,127
Melaka,2022,4,all,2248
Melaka,2022,4,b,605
Melaka,2022,4,o,949
Melaka,2022,5,a,656
Melaka,2022,5,ab,144
Melaka,2022,5,all,2740
Melaka,2022,5,b,731
Melaka,2022,5,o,1209
Melaka,2022,6,a,716
Melaka,2022,6,ab,170
Melaka,2022,6,all,2801
Melaka,2022,6,b,735
Melaka,2022,6,o,1180
Melaka,2022,7,a,638
Melaka,2022,7,ab,148
Melaka,2022,7,all,2551
Melaka,2022,7,b,685
Melaka,2022,7,o,1080
Melaka,2022,8,a,807
Melaka,2022,8,ab,206
Melaka,2022,8,all,3183
Melaka,2022,8,b,821
Melaka,2022,8,o,1349
Melaka,2022,9,a,589
Melaka,2022,9,ab,131
Melaka,2022,9,all,2408
Melaka,2022,9,b,614
Melaka,2022,9,o,1074
Melaka,2022,10,a,619
Melaka,2022,10,ab,160
Melaka,2022,10,all,2548
Melaka,2022,10,b,695
Melaka,2022,10,o,1074
Melaka,2022,11,a,627
Melaka,2022,11,ab,165
Melaka,2022,11,all,2481
Melaka,2022,11,b,675
Melaka,2022,11,o,1014
Melaka,2022,12,a,605
Melaka,2022,12,ab,125
Melaka,2022,12,all,2403
Melaka,2022,12,b,664
Melaka,2022,12,o,1009
Melaka,2023,1,a,478
Melaka,2023,1,ab,137
Melaka,2023,1,all,2029
Melaka,2023,1,b,544
Melaka,2023,1,o,870
Melaka,2023,2,a,550
Melaka,2023,2,ab,129
Melaka,2023,2,all,2115
Melaka,2023,2,b,558
Melaka,2023,2,o,878
Melaka,2023,3,a,700
Melaka,2023,3,ab,168
Melaka,2023,3,all,2680
Melaka,2023,3,b,722
Melaka,2023,3,o,1090
Melaka,2023,4,a,571
Melaka,2023,4,ab,131
Melaka,2023,4,all,2218
Melaka,2023,4,b,589
Melaka,2023,4,o,927
Melaka,2023,5,a,692
Melaka,2023,5,ab,153
Melaka,2023,5,all,2569
Melaka,2023,5,b,652
Melaka,2023,5,o,1071
Melaka,2023,6,a,656
Melaka,2023,6,ab,136
Melaka,2023,6,all,2517
Melaka,2023,6,b,656
Melaka,2023,6,o,1069
Melaka,2023,7,a,677
Melaka,2023,7,ab,187
Melaka,2023,7,all,2657
Melaka,2023,7,b,682
Melaka,2023,7,o,1111
Melaka,2023,8,a,618
Melaka,2023,8,ab,140
Melaka,2023,8,all,2433
Melaka,2023,8,b,681
Melaka,2023,8,o,994
Melaka,2023,9,a,576
Melaka,2023,9,ab,132
Melaka,2023,9,all,2217
Melaka,2023,9,b,575
Melaka,2023,9,o,934
Melaka,2023,10,a,631
Melaka,2023,10,ab,170
Melaka,2023,10,all,2524
Melaka,2023,10,b,671
Melaka,2023,10,o,1052
Melaka,2023,11,a,601
Melaka,2023,11,ab,148
Melaka,2023,11,all,2384
Melaka,2023,11,b,652
Melaka,2023,11,o,983
Melaka,2023,12,a,530
Melaka,2023,12,ab,124
Melaka,2023,12,all,2102
Melaka,2023,12,b,550
Melaka,2023,12,o,898
Melaka,2024,1,a,556
Melaka,2024,1,ab,147
Melaka,2024,1,all,2347
Melaka,2024,1,b,608
Melaka,2024,1,o,1036
Melaka,2024,2,a,606
Melaka,2024,2,ab,158
Melaka,2024,2,all,2433
Melaka,2024,2,b,693
Melaka,2024,2,o,976
Melaka,2024,3,a,702
Melaka,2024,3,ab,183
Melaka,2024,3,all,2743
Melaka,2024,3,b,731
Melaka,2024,3,o,1127
Melaka,2024,4,a,460
Melaka,2024,4,ab,113
Melaka,2024,4,all,1710
Melaka,2024,4,b,453
Melaka,2024,4,o,684
Melaka,2024,5,a,681
Melaka,2024,5,ab,164
Melaka,2024,5,all,2761
Melaka,2024,5,b,744
Melaka,2024,5,o,1172
Melaka,2024,6,a,549
Melaka,2024,6,ab,143
Melaka,2024,6,all,2343
Melaka,2024,6,b,645
Melaka,2024,6,o,1006
Melaka,2024,7,a,594
Melaka,2024,7,ab,166
Melaka,2024,7,all,2377
Melaka,2024,7,b,623
Melaka,2024,7,o,994
Melaka,2024,8,a,641
Melaka,2024,8,ab,148
Melaka,2024,8,all,2520
Melaka,2024,8,b,682
Melaka,2024,8,o,1049
Melaka,2024,9,a,403
Melaka,2024,9,ab,110
Melaka,2024,9,all,1454
Melaka,2024,9,b,339
Melaka,2024,9,o,602
Negeri Sembilan,2019,1,a,375
Negeri Sembilan,2019,1,ab,79
Negeri Sembilan,2019,1,all,1444
Negeri Sembilan,2019,1,b,414
Negeri Sembilan,2019,1,o,576
Negeri Sembilan,2019,2,a,400
Negeri Sembilan,2019,2,ab,65
Negeri Sembilan,2019,2,all,1563
Negeri Sembilan,2019,2,b,419
Negeri Sembilan,2019,2,o,679
Negeri Sembilan,2019,3,a,444
Negeri Sembilan,2019,3,ab,84
Negeri Sembilan,2019,3,all,1794
Negeri Sembilan,2019,3,b,489
Negeri Sembilan,2019,3,o,777
Negeri Sembilan,2019,4,a,405
Negeri Sembilan,2019,4,ab,129
Negeri Sembilan,2019,4,all,1736
Negeri Sembilan,2019,4,b,493
Negeri Sembilan,2019,4,o,709
Negeri Sembilan,2019,5,a,230
Negeri Sembilan,2019,5,ab,30
Negeri Sembilan,2019,5,all,941
Negeri Sembilan,2019,5,b,278
Negeri Sembilan,2019,5,o,403
Negeri Sembilan,2019,6,a,340
Negeri Sembilan,2019,6,ab,94
Negeri Sembilan,2019,6,all,1491
Negeri Sembilan,2019,6,b,397
Negeri Sembilan,2019,6,o,660
Negeri Sembilan,2019,7,a,389
Negeri Sembilan,2019,7,ab,109
Negeri Sembilan,2019,7,all,1657
Negeri Sembilan,2019,7,b,434
Negeri Sembilan,2019,7,o,725
Negeri Sembilan,2019,8,a,440
Negeri Sembilan,2019,8,ab,131
Negeri Sembilan,2019,8,all,1826
Negeri Sembilan,2019,8,b,504
Negeri Sembilan,2019,8,o,751
Negeri Sembilan,2019,9,a,332
Negeri Sembilan,2019,9,ab,93
Negeri Sembilan,2019,9,all,1403
Negeri Sembilan,2019,9,b,381
Negeri Sembilan,2019,9,o,597
Negeri Sembilan,2019,10,a,338
Negeri Sembilan,2019,10,ab,84
Negeri Sembilan,2019,10,all,1365
Negeri Sembilan,2019,10,b,365
Negeri Sembilan,2019,10,o,578
Negeri Sembilan,2019,11,a,400
